dataset,exponential_L6_c1_2,poisson_L6_c1_2,normal_std10_L6_c1_2,normal_std30_L6_c1_2,normal_std50_L6_c1_2,capped_base_stock,basestock,constant
beta_a1_b5_M100_L6_c1_2_test,955.19,957.12,955.72,954.72,958.28,956.89,1181.63,957.17
beta_a1_b2_M500_L6_c1_2_train,8539.89,8532.36,8532.08,8539.83,8585.34,8542.07,11386.66,8544.56
beta_a1_b2_M500_L6_c1_2_test,8550.08,8556.73,8546.45,8553.8,8597.4,8531.1,11388.91,8564.56
beta_a1_b2_M50_L6_c1_2_train,829.73,836.34,834.12,829.98,835.14,863.86,1088.53,837.68
beta_a1_b2_M50_L6_c1_2_test,849.35,853.27,850.94,850.45,854.75,876.68,1107.11,854.14
beta_a1_b2_M200_L6_c1_2_train,3401.01,3409.15,3407.82,3400.1,3420.02,3408.94,4386.04,3428.38
beta_a1_b2_M200_L6_c1_2_test,3396.92,3392.07,3396.26,3388.3,3417.01,3391.97,4398.44,3406.27
beta_a1_b2_M20_L6_c1_2_train,346.21,349.31,347.46,345.95,348.32,349.31,454.66,357.98
beta_a1_b2_M20_L6_c1_2_test,340.62,343.91,341.1,340.28,342.39,343.91,442.95,351.02
beta_a1_b2_M100_L6_c1_2_train,1685.27,1689.89,1688.52,1684.97,1703.23,1710.08,2192.1,1689.89
beta_a1_b2_M100_L6_c1_2_test,1687.26,1694.05,1691.94,1688.3,1695.61,1711.33,2197.24,1693.41
beta_a1_b10_M500_L6_c1_2_train,2647.76,2644.23,2642.89,2643.44,2644.66,2651.01,3285.99,2651.43
beta_a1_b10_M500_L6_c1_2_test,2677.94,2674.42,2673.94,2676.61,2692.6,2695.75,3272.47,2680.89
beta_a1_b10_M50_L6_c1_2_train,270.29,272.3,270.79,270.29,271.75,298.86,333.6,275.82
beta_a1_b10_M50_L6_c1_2_test,270.08,271.28,270.41,270.08,270.1,297.39,328.83,275.41
beta_a1_b10_M200_L6_c1_2_train,1070.33,1073.81,1074.23,1070.79,1074.51,1086.22,1325.26,1076.43
beta_a1_b10_M200_L6_c1_2_test,1077.35,1082.02,1081.86,1078.83,1083.28,1088.52,1315.02,1085.11
beta_a1_b10_M20_L6_c1_2_train,108.38,108.96,109.17,108.52,108.52,130.89,131.99,109.12
beta_a1_b10_M20_L6_c1_2_test,110.13,110.33,110.66,109.97,109.97,134.89,135.71,110.31
beta_a1_b10_M100_L6_c1_2_train,530.81,534.13,532.32,531.42,533.57,534.13,645.66,535.44
beta_a1_b10_M100_L6_c1_2_test,540.15,544.19,542.43,539.6,542.12,543.74,658.29,543.8
beta_a1_b1_M500_L6_c1_2_train,10847.53,10835.76,10835.13,10842.59,10935.2,10836.51,15654.05,10876.39
beta_a1_b1_M500_L6_c1_2_test,11147.6,11124.51,11125.95,11100.14,11207.36,11118.14,15859.91,11188.67
beta_a1_b1_M50_L6_c1_2_train,1126.91,1127.29,1127.32,1123.74,1134.98,1144.15,1557.56,1130.56
beta_a1_b1_M50_L6_c1_2_test,1107.4,1107.53,1108.38,1099.74,1110.39,1107.96,1520.27,1111.88
beta_a1_b1_M200_L6_c1_2_train,4340.25,4325.53,4323.65,4330.89,4366.55,4325.14,5983.77,4375.98
beta_a1_b1_M200_L6_c1_2_test,4438.57,4458.01,4454.7,4439.12,4481.19,4442.46,6103.94,4476.3
beta_a1_b1_M20_L6_c1_2_train,437.12,438.62,437.72,435.74,439.99,473.06,601.93,439.12
beta_a1_b1_M20_L6_c1_2_test,444.78,449.86,446.81,444.11,449.69,475.91,610.35,450.62
beta_a1_b1_M100_L6_c1_2_train,2179.3,2175.85,2175.56,2179.7,2206.33,2205.41,3052.93,2183.66
beta_a1_b1_M100_L6_c1_2_test,2222.22,2219.79,2219.51,2222.5,2229.76,2230.58,3051.27,2236.04
beta_a1_b0p5_M500_L6_c1_2_train,11885.85,11801.69,11801.84,11882.96,12050.89,11788.73,18372.87,11931.23
beta_a1_b0p5_M500_L6_c1_2_test,11950.62,11968.53,11968.96,11951.66,12080.21,11936.45,18476.95,12045.49
beta_a1_b0p5_M50_L6_c1_2_train,1165.7,1169.17,1168.81,1165.03,1175.87,1188.98,1770.18,1179.56
beta_a1_b0p5_M50_L6_c1_2_test,1194.07,1194.85,1194.45,1194.79,1209.82,1227.04,1798.78,1209.94
beta_a1_b0p5_M200_L6_c1_2_train,4776.77,4790.55,4794.68,4771.5,4841.2,4773.8,7171.73,4863.86
beta_a1_b0p5_M200_L6_c1_2_test,4860.01,4850.71,4846.78,4852.74,4944.69,4844.6,7269.63,4883.94
beta_a1_b0p5_M20_L6_c1_2_train,477.81,491.25,485.61,476.68,482.2,491.25,718.95,482.16
beta_a1_b0p5_M20_L6_c1_2_test,491.12,501.67,497.54,490.11,493.16,499.68,722.24,501.67
beta_a1_b0p5_M100_L6_c1_2_train,2360.65,2348.37,2350.8,2354.8,2381.54,2347.73,3623.68,2374.99
beta_a1_b0p5_M100_L6_c1_2_test,2418.16,2410.44,2400.01,2413.96,2428.64,2400.09,3593.68,2429.38
beta_a0p5_b5_M500_L6_c1_2_train,3394.07,3403.29,3402.72,3388.47,3391,3407.46,3746.58,3413.58
beta_a0p5_b5_M500_L6_c1_2_test,3413.3,3401.84,3399.83,3398.5,3401.15,3388.83,3794.81,3392.3
beta_a0p5_b5_M50_L6_c1_2_train,337.69,338.13,338.21,337.79,338.18,366.33,378.72,338.39
beta_a0p5_b5_M50_L6_c1_2_test,341.93,341.6,341.63,341.48,341.11,368.42,382.95,341.41
beta_a0p5_b5_M200_L6_c1_2_train,1366.97,1367.22,1367.4,1366.58,1368.69,1376.36,1534.78,1368.64
beta_a0p5_b5_M200_L6_c1_2_test,1357.94,1362.33,1363.19,1355.14,1355.8,1370.72,1524.79,1358.2
beta_a0p5_b5_M20_L6_c1_2_train,140.69,140.8,140.78,140.74,146.04,157.91,157.81,146.04
beta_a0p5_b5_M20_L6_c1_2_test,141.59,141.64,141.24,141.76,146.17,155.9,155.9,146.17
beta_a0p5_b5_M100_L6_c1_2_train,662.98,663.07,663.34,662.69,663.64,676.56,742.23,664.55
beta_a0p5_b5_M100_L6_c1_2_test,683.78,683.11,683.68,683.88,685.5,693.11,772.39,683.52
beta_a0p5_b2_M500_L6_c1_2_train,6911.58,6930,6929.81,6909.81,6927.17,6929.18,8275.79,6930
beta_a0p5_b2_M500_L6_c1_2_test,7062.67,7079.85,7081.46,7059.21,7067.24,7077.7,8388.39,7077.52
beta_a0p5_b2_M50_L6_c1_2_train,714.54,719.85,717.57,716.09,717.2,720.63,836.71,726.26
beta_a0p5_b2_M50_L6_c1_2_test,719.22,726.76,719.55,724.83,722.12,716.71,821.34,717.49
beta_a0p5_b2_M200_L6_c1_2_train,2807.89,2811.4,2812.1,2805.68,2813.59,2815.62,3305.03,2815.14
beta_a0p5_b2_M200_L6_c1_2_test,2824.86,2828.87,2831.4,2833.74,2832.55,2828.56,3261.64,2830.03
beta_a0p5_b2_M20_L6_c1_2_train,289.13,290.1,290.35,289.53,289.84,320.62,335.25,290.36
beta_a0p5_b2_M20_L6_c1_2_test,284.96,285.45,285.78,285.61,285.36,314.29,328.72,285.4
beta_a0p5_b2_M100_L6_c1_2_train,1432.56,1431.3,1431.26,1432.54,1434.43,1431.22,1657.77,1433.61
beta_a0p5_b2_M100_L6_c1_2_test,1417.6,1418.84,1418.66,1418.52,1421.43,1418.32,1629.15,1420.16
beta_a0p5_b10_M500_L6_c1_2_train,1871.4,1871.51,1871.45,1871.33,1873.88,1871.26,2098.29,1871.52
beta_a0p5_b10_M500_L6_c1_2_test,1802.49,1802.54,1803.04,1801.62,1808.56,1801.75,2016.2,1803.07
beta_a0p5_b10_M50_L6_c1_2_train,181.61,181.72,182.03,182.35,182.18,200.16,201.33,182.35
beta_a0p5_b10_M50_L6_c1_2_test,183.63,183.5,184.01,183.46,183.25,203.8,204.95,183.46
beta_a0p5_b10_M200_L6_c1_2_train,726.03,726.03,726.2,726.03,726.57,736.94,813.58,726.03
beta_a0p5_b10_M200_L6_c1_2_test,733.48,733.48,733.72,733.48,734.98,741.14,818.13,733.48
beta_a0p5_b10_M20_L6_c1_2_train,81.26,81.26,78.32,77.3,81.26,82.61,82.61,90.48
beta_a0p5_b10_M20_L6_c1_2_test,82.3,82.3,79.83,79.74,82.3,83.8,83.8,91.01
beta_a0p5_b10_M100_L6_c1_2_train,349.93,350.33,350.65,350.08,350.21,374.34,387.36,350.84
beta_a0p5_b10_M100_L6_c1_2_test,359.99,360.44,361.33,360.09,360.15,387.2,403.26,360.54
beta_a0p5_b1_M500_L6_c1_2_train,10843.51,10841.91,10844.2,10844.85,10889.99,10840.99,13792.45,10856.69
beta_a0p5_b1_M500_L6_c1_2_test,10726.75,10745.76,10745.49,10723.34,10766.42,10753.01,13795.58,10753.48
beta_a0p5_b1_M50_L6_c1_2_train,1061.6,1062.39,1062.46,1061.16,1068.86,1062.41,1275.5,1063.47
beta_a0p5_b1_M50_L6_c1_2_test,1077.97,1079.28,1079.08,1079.81,1084.92,1077.2,1284.72,1081.36
beta_a0p5_b1_M200_L6_c1_2_train,4330.6,4310.01,4309.52,4323.86,4339.23,4315.59,5205.02,4333.55
beta_a0p5_b1_M200_L6_c1_2_test,4307.76,4290.37,4299.63,4307.47,4318.74,4285.43,5128.59,4298.33
beta_a0p5_b1_M20_L6_c1_2_train,424.42,423.91,424.33,424.28,425.03,432.58,509.14,427.61
beta_a0p5_b1_M20_L6_c1_2_test,430.37,430.93,432.14,429.94,433.33,441.89,516.45,431.95
beta_a0p5_b1_M100_L6_c1_2_train,2215.74,2224.82,2224.55,2211.23,2215.21,2224.87,2647.67,2251.01
beta_a0p5_b1_M100_L6_c1_2_test,2158.76,2168.83,2169.46,2166.55,2173.11,2160.93,2568.87,2171.87
beta_a0p5_b0p5_M500_L6_c1_2_train,13487.17,13543.94,13540.05,13489.89,13549.66,13539.16,18569.61,13577.32
beta_a0p5_b0p5_M500_L6_c1_2_test,13562.62,13569.14,13596.03,13567.52,13658.28,13559.37,18594.67,13605.5
beta_a0p5_b0p5_M50_L6_c1_2_train,1389.96,1390.79,1391.4,1389.12,1397.72,1408.13,1710.79,1406.87
beta_a0p5_b0p5_M50_L6_c1_2_test,1368.87,1367.11,1368.96,1365.91,1374.79,1390.67,1740.92,1377.57
beta_a0p5_b0p5_M200_L6_c1_2_train,5475.73,5463.99,5466.96,5451.96,5459.5,5462.31,6932.03,5537.92
beta_a0p5_b0p5_M200_L6_c1_2_test,5480.26,5477.96,5479.23,5485.52,5503.73,5477.94,6948.18,5522.44
beta_a0p5_b0p5_M20_L6_c1_2_train,553.02,553.12,553.66,552.84,555.29,597.57,723.25,554.9
beta_a0p5_b0p5_M20_L6_c1_2_test,553.17,552.88,552.48,550.19,553.59,585.66,697.8,556.14
beta_a0p5_b0p5_M100_L6_c1_2_train,2751.2,2751.04,2754.44,2747.02,2774.64,2756.31,3467.28,2761.26
beta_a0p5_b0p5_M100_L6_c1_2_test,2754.27,2755.78,2751.21,2747.66,2763.36,2751.01,3494.25,2767.31
